[Time=2018-04-14 03:22:11.871-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]core server thread 20 started
[Time=2018-04-14 03:22:12.052-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]using {ExactiveService, Version=2.8.1.2806, Culture=neutral, PublicKeyToken=afdcd0a06562c881, "C:\Xcalibur\system\Exactive\bin\ExactiveService.exe"", Release"}; {ExactiveManager, Version=2.8.1.2806, Culture=neutral, PublicKeyToken=afdcd0a06562c881, "C:\Windows\assembly\GAC_MSIL\ExactiveManager\2.8.1.2806__afdcd0a06562c881\ExactiveManager.dll"", Release"}; {ThermoFisher.Foundation.IO, Version=3.1.94.0, Culture=neutral, PublicKeyToken=7336a1ad73b8d604, "C:\Windows\Microsoft.Net\assembly\GAC_32\ThermoFisher.Foundation.IO\v4.0_3.1.94.0__7336a1ad73b8d604\ThermoFisher.Foundation.IO.dll"", "}; {Exactive, Version=2.8.1.2806, Culture=neutral, PublicKeyToken=afdcd0a06562c881, "C:\Windows\assembly\GAC_MSIL\Exactive\2.8.1.2806__afdcd0a06562c881\Exactive.dll"", Release"}; {mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089, "C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorlib.dll"", "}
[Time=2018-04-14 03:22:07.697-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]IoNode for Q Exactive created
[Time=2018-04-14 03:22:07.743-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]communication thread 18 started
[Time=2018-04-15 21:12:35.503-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 21:27:35.500-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 21:42:35.497-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 21:57:35.493-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 22:12:35.490-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 22:27:35.487-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 22:42:35.486-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 22:57:35.481-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 23:12:35.478-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 23:27:35.475-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 23:42:35.471-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 23:57:35.468-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-16 00:12:35.467-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 00:27:35.463-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 00:42:35.460-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 00:57:35.456-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 01:12:35.454-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 01:27:35.450-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 01:42:35.448-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 01:57:35.444-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 02:12:35.441-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 02:27:35.438-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 02:42:35.435-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 02:57:35.432-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 03:12:35.429-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 03:27:35.426-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 03:42:35.410-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 03:57:35.407-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 04:12:35.404-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 04:27:35.401-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 04:42:35.398-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 04:57:35.395-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 05:12:35.392-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 05:27:35.389-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 05:42:35.385-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 05:57:35.382-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 06:12:35.379-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 06:27:35.376-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 06:42:35.373-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 06:57:35.370-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 07:12:35.367-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 07:27:35.364-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 07:42:35.361-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 07:57:35.358-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 08:12:35.355-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 08:27:35.352-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 08:42:35.348-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 08:57:35.346-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 09:12:35.342-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 09:27:35.339-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 09:42:35.336-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 09:57:35.333-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 10:12:35.330-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 10:27:35.327-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 10:42:35.324-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 10:57:35.321-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 11:12:35.317-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 11:27:35.314-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 11:42:35.311-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 11:57:35.309-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 12:12:35.305-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 12:27:35.302-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 12:42:35.299-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 12:57:35.296-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 13:12:35.293-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 13:27:35.290-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 13:42:35.287-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 13:57:35.284-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 14:12:35.281-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-16.log: done
[Time=2018-04-16 14:14:29.167-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Type=info]New application as 382b5dac-bb82-45f7-9b63-3f52e79fbfc0 assigned id 2: 25P7XG2\Thermo Scientific() from 25P7XG2.ExactiveTune(5608)
[Time=2018-04-16 14:14:33.573-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Reading C:\Xcalibur\methods\methods\Dana\leafspray\NANOswitchLS45.mstune: done
[Time=2018-04-16 14:14:35.282-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Assuming mode On
[Time=2018-04-16 14:14:45.378-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Calling function of Syringe: Type(15.000;3.257;Hamilton)
[Time=2018-04-16 14:14:46.168-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Calling function of Syringe: State(running)
[Time=2018-04-16 14:14:56.256-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Setting instrument value SourceSheathFlowRate to 5
[Time=2018-04-16 14:15:15.310-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Setting instrument value SourceAuxFlowRate to 1
[Time=2018-04-16 14:15:24.947-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Setting instrument value SourceAuxFlowRate to 0
[Time=2018-04-16 14:18:49.510-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing msx_instrument_files\inst_config.cfg: done
[Time=2018-04-16 14:18:50.358-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Reading C:\Xcalibur\methods\methods\Dana\leafspray\NANOswitchLS45.mstune: done
[Time=2018-04-16 14:20:52.613-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Setting instrument value DefScanPolarity to negative
[Time=2018-04-16 14:21:02.566-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Setting instrument value SourceSprayVoltage to 3000
[Time=2018-04-16 14:21:19.989-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Setting instrument value DefScanPolarity to positive
[Time=2018-04-16 14:21:23.798-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Setting instrument value SourceAuxilliaryTemperature to 30
[Time=2018-04-16 14:21:30.714-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Setting instrument value SourceCapillaryTemperature to 320
[Time=2018-04-16 14:21:59.115-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Saving current tunefile
[Time=2018-04-16 14:21:59.247-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing C:\Xcalibur\methods\KateF\POSNEGtune_11212017_3.mstune: done
[Time=2018-04-16 14:22:18.204-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:46544)][Type=info]Saving values in tunefile C:\Xcalibur\methods\KateF\2018_Calibration.mstune
